"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","Publication Reference",
"Commission Implementing Decision (EU) 2022/610 of 8 April 2022 on the recognition of the ‘Trade Assurance Scheme for Combinable Crops (TASCC)’ for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2112","32022D0610","","","OJ L 114, 12/04/2022, p. 206–208
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/607 of 8 April 2022 on the recognition of the ‘Roundtable on Sustainable Biomaterials (RSB) EU RED’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2133","32022D0607","","","OJ L 114, 12/04/2022, p. 197–199
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/604 of 8 April 2022 on the recognition of the ‘Red Tractor Farm Assurance Crops and Sugar Beet Scheme’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2147","32022D0604","","","OJ L 114, 12/04/2022, p. 188–190
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/601 of 8 April 2022 on the recognition of the ‘Better Biomass’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2121","32022D0601","","","OJ L 114, 12/04/2022, p. 179–181
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/609 of 8 April 2022 on the recognition of the ‘SURE’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2110","32022D0609","","","OJ L 114, 12/04/2022, p. 203–205
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/608 of 8 April 2022 on the recognition of the ‘Scottish Quality Crops Farm Assurance Scheme (SQC)’ for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2119","32022D0608","","","OJ L 114, 12/04/2022, p. 200–202
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (EU) 2022/589 of 6 April 2022 establishing the composition and the operational provisions of setting up the Commission Energy Poverty and Vulnerable Consumers Coordination Group","C/2022/2082","32022D0589","","","OJ L 112, 11/04/2022, p. 67–72
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) 2022/342 of 21 December 2021 supplementing Regulation (EU) 2021/1153 of the European Parliament and of the Council with regard to the specific selection criteria and the details of the process for selecting cross-border projects in the field of renewable energy","C/2021/9875","32022R0342","","","OJ L 62, 01/03/2022, p. 1–8
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (EU) 2022/258 of 21 February 2022 granting the Hellenic Republic a derogation from certain provisions of Regulation (EU) 2019/943 of the European Parliament and of the Council and Directive (EU) 2019/944 of the European Parliament and of the Council as regards Crete (notified under document C(2022) 1140) (Only the Greek text is authentic) (Text with EEA relevance)","C/2022/1140","32022D0258","","","OJ L 42, 23/02/2022, p. 92–101
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)","Commission Delegated Regulation (EU) 2021/2003 of 6 August 2021 supplementing Directive (EU) 2018/2001 of the European Parliament and of the Council by establishing the Union renewable development platform (Text with EEA relevance)","C/2021/5752","32021R2003","","","OJ L 407, 17/11/2021, p. 4–8
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2021/1919 of 29 October 2021 on the position to be taken on behalf of the European Union on the adoption of a decision, by written procedure, by the Participants to the Arrangement on Officially Supported Export Credits to review the Coal-Fired Electricity Generation Sector Understanding contained in Annex VI to that Arrangement","ST/12622/2021/INIT","32021D1919","","","OJ L 389, 04/11/2021, p. 21–22
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (Euratom) 2021/1802 of 10 June 2021 pursuant to Article 83 of the Treaty establishing the European Atomic Energy Community – A summary of the key provisions of the Decision are set out below, without prejudice to the full effect of the Decision itself (notified under document number C(2021) 3889)","PUB/2021/762","32021D1802","","","OJ L 362, 12/10/2021, p. 1–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (EU) 2021/986 of 29 April 2021 approving the Decision of the Supply Agency of the European Atomic Energy Community adopting new Agency Rules to determine the manner in which demand is to be balanced against the supply of ores, source materials and special fissile materials (notified under document C(2021) 2893) (Only the English text is authentic)","C/2021/2893","32021D0986","","","OJ L 218, 18/06/2021, p. 1–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Decision of the Supply Agency of the European Atomic Energy Community adopting the Agency Rules determining the manner in which demand is to be balanced against the supply of ores, source materials and special fissile materials, and repealing the Rules of the Supply Agency of the European Atomic Energy Community of 5 May 1960, as amended by the Regulation of 15 July 1975","C/2021/2893","32021Q0618(01)","","","OJ L 218, 18/06/2021, p. 56–57
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Rules of the Supply Agency of the European Atomic Energy Community determining the manner in which demand is to be balanced against the supply of ores, source materials and special fissile materials","C/2021/2893","32021Q0618(02)","","","OJ L 218, 18/06/2021, p. 58–64
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (Euratom) 2021/765 of 10 May 2021 establishing the Research and Training Programme of the European Atomic Energy Community for the period 2021-2025 complementing Horizon Europe – the Framework Programme for Research and Innovation and repealing Regulation (Euratom) 2018/1563","ST/5215/2021/INIT","32021R0765","","","OJ L 167I , 12/05/2021, p. 81–100
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the European Atomic Energy Community for Cooperation on the Safe and Peaceful Uses of Nuclear Energy","This is the authentic and definitive text of the agreement which replaces ab initio 22020A1231(04).","22021A0430(04)","","","OJ L 150, 30/04/2021, p. 1–18
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2021/553 of 29 March 2021 granting derogations to Greece, Spain and Malta as regards the provision of statistics pursuant to Regulation (EC) No 1099/2008 of the European Parliament and of the Council on energy statistics (notified under document C(2021) 1937) (Only the English, Greek, Maltese and Spanish texts are authentic)","C/2021/1937","32021D0553","","","OJ L 112, 31/03/2021, p. 1–4
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (Euratom) 2021/390 of 20 February 2020 approving the conclusion, by the European Commission, of the Agreement between the European Atomic Energy Community and the Government of the Republic of India for research and development cooperation in the field of the peaceful uses of nuclear energy","","32021D0390","","","OJ L 77, 05/03/2021, p. 1–1
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)","Council Implementing Decision (EU) 2021/359 of 22 February 2021 authorising the Netherlands to apply a reduced rate of taxation to electricity supplied to charging stations for electric vehicles","","32021D0359","","","OJ L 69, 26/02/2021, p. 6–8
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (Euratom) 2021/100 of 25 January 2021 establishing a dedicated financial programme for the decommissioning of nuclear facilities and the management of radioactive waste, and repealing Regulation (Euratom) No 1368/2013","","32021R0100","","","OJ L 34, 01/02/2021, p. 3–17
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (EU) 2021/101 of 25 January 2021 establishing the nuclear decommissioning assistance programme of the Ignalina nuclear power plant in Lithuania and repealing Regulation (EU) No 1369/2013","","32021R0101","","","OJ L 34, 01/02/2021, p. 18–28
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Exchange of letters on the provisional application of the Agreement between the European Atomic Energy Community and the Government of the United Kingdom of Great Britain and Northern Ireland for Cooperation on the Safe and Peaceful Uses of Nuclear Energy","","22020A1231(05)","","","OJ L 445, 31/12/2020, p. 23–24
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (Euratom) 2020/2253 of 29 December 2020 approving the conclusion, by the European Commission, of the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the European Atomic Energy Community for Cooperation on the Safe and Peaceful Uses of Nuclear Energy and the conclusion, by the European Commission, on behalf of the European Atomic Energy Community, of the Trade and Cooperation Agreement between the European Union and the European Atomic Energy Community, of the one part, and the United Kingdom of Great Britain and Northern Ireland, of the other part","","32020D2253","","","OJ L 444, 31/12/2020, p. 11–13
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (Euratom) 2020/2255 of 29 December 2020 on the conclusion, by the European Commission, and provisional application of the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the European Atomic Energy Community for Cooperation on the Safe and Peaceful Uses of Nuclear Energy and on the conclusion, by the European Commission, on behalf of the European Atomic Energy Community, and provisional application of the Trade and Cooperation Agreement between the European Union and the European Atomic Energy Community, of the one part, and the United Kingdom of Great Britain and Northern Ireland, of the other part","C/2020/9660","32020D2255","","","OJ L 445, 31/12/2020, p. 2–4
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) 2020/2155 of 14 October 2020 supplementing Directive (EU) 2010/31/EU of the European Parliament and of the Council by establishing an optional common European Union scheme for rating the smart readiness of buildings (Text with EEA relevance)","C/2020/6930","32020R2155","","","OJ L 431, 21/12/2020, p. 9–24
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Regulation (EU) 2020/2156 of 14 October 2020 detailing the technical modalities for the effective implementation of an optional common Union scheme for rating the smart readiness of buildings (Text with EEA relevance)","C/2020/6929","32020R2156","","","OJ L 431, 21/12/2020, p. 25–29
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (EU) 2020/2123 of 11 November 2020 granting the Federal Republic of Germany and the Kingdom of Denmark a derogation of the Kriegers Flak combined grid solution pursuant to Article 64 of Regulation (EU) 2019/943 of the European Parliament and of the Council (notified under document C(2020) 7948) (Only the Danish and German texts are authentic) (Text with EEA relevance)","C/2020/7948","32020D2123","","","OJ L 426, 17/12/2020, p. 35–53
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2020/2023 of 4 December 2020 on the position to be adopted, on behalf of the European Union, within the EEA Joint Committee concerning an amendment to Annex IV (Energy) to the EEA Agreement (Text with EEA relevance)","","32020D2023","","","OJ L 419, 11/12/2020, p. 13–13
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)","Council Decision (EU) 2020/2022 of 4 December 2020 on the position to be adopted on behalf of the European Union within the EEA Joint Committee concerning an amendment to Annex IV (Energy) to the EEA Agreement (Text with EEA relevance)","","32020D2022","","","OJ L 419, 11/12/2020, p. 12–12
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2020/2025 of 4 December 2020 on the position to be adopted, on behalf of the European Union, within the EEA Joint Committee concerning an amendment to Annex IV (Energy) to the EEA Agreement (Text with EEA relevance)","","32020D2025","","","OJ L 419, 11/12/2020, p. 15–15
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2020/1479 of 14 October 2020 establishing priority lists for the development of network codes and guidelines for electricity for the period from 2020 to 2023 and for gas in 2020 (Text with EEA relevance)","C/2020/6958","32020D1479","","","OJ L 338, 15/10/2020, p. 10–11
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Regulation (EU) 2020/1294 of 15 September 2020 on the Union renewable energy financing mechanism (Text with EEA relevance)","C/2020/6123","32020R1294","","","OJ L 303, 17/09/2020, p. 1–17
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
